_low_confidence,_run,candidate_item_title,confidence,new_item_title,primary_relation,published_at,reason,secondary_roles,should_fold,source
True,smoke_c3_iter2,Katie has always had a unique way of seeing around corners - would highly recommend working with her...,0.55,"Join the Runway team in Denver on June 4th at our annual CVPR Friends Dinner for conversation, cockt...",different,2026-05-05T14:22:34+00:00,"No clear relation; candidate is about a personal recommendation, unrelated to Runway event.",[],False,socialmedia-runway-runwayml
True,smoke_c3_iter2,we love you too!,0.55,"Join the Runway team in Denver on June 4th at our annual CVPR Friends Dinner for conversation, cockt...",different,2026-05-05T14:22:34+00:00,"No clear relation; candidate is about OpenAI rate limits, unrelated to Runway event.",[],False,socialmedia-runway-runwayml
True,smoke_c3_iter2,Today's the deadline to apply for YC Summer 2026. https://t.co/gNl84El3BS,0.55,"Join the Runway team in Denver on June 4th at our annual CVPR Friends Dinner for conversation, cockt...",different,2026-05-05T14:22:34+00:00,"No clear relation; candidate is about YC application deadline, unrelated to Runway event.",[],False,socialmedia-runway-runwayml
True,smoke_c3_iter2,"ok other than more goblins, i think this reasonably well matches what we are prioritizing!",0.55,what would you most like to see improve in our next model?,different,2026-05-09T16:34:08+00:00,"The new item is a question about model improvement, unrelated to the candidate which is a comment about goblins and priorities.",[],False,socialmedia-sam-altman-sama
,hotspots_150_c3,"Real-time video agents are here. Today, we’re sharing how we built Runway Characters, allowing you ...",0.85,Learn more about building Runway Characters: https://t.co/TLg3XBH544,related_with_new_info,2026-05-04T17:30:29+00:00,Both items discuss Runway Characters; the new item provides more detailed building information.,"['same_event_hint', 'new_fact_hint']",False,socialmedia-runway-runwayml
,hotspots_150_c3,There are no greater battles than those between our feelings (most importantly controlled by our amy...,1.0,“What did you build this week?” is the new “what did you get done this week?”,different,2026-05-01T04:38:51+00:00,No shared entities or event hint beyond generic tokens.,[],False,socialmedia-naval-naval
,hotspots_150_c3,https://t.co/cfwFhKL5Aw,1.0,“What did you build this week?” is the new “what did you get done this week?”,different,2026-05-01T04:38:51+00:00,No shared entities or event hint beyond generic tokens.,[],False,socialmedia-naval-naval
,hotspots_150_c3,v0 is heading to SXSW to build agents. Join us live to make your own and walk away production-ready...,1.0,“What did you build this week?” is the new “what did you get done this week?”,different,2026-05-01T04:38:51+00:00,No shared entities or event hint beyond generic tokens.,[],False,socialmedia-naval-naval
,hotspots_150_c3,"Redesigned sidebar and settings, now live on the v0 iOS app.",1.0,“What did you build this week?” is the new “what did you get done this week?”,different,2026-05-01T04:38:51+00:00,No shared entities or event hint beyond generic tokens.,[],False,socialmedia-naval-naval
,hotspots_150_c3,You people will argue about literally anything. The man showed a picture of shoveling snow. That's i...,1.0,“What did you build this week?” is the new “what did you get done this week?”,different,2026-05-01T04:38:51+00:00,No shared entities or event hint beyond generic tokens.,[],False,socialmedia-naval-naval
,hotspots_150_c3,Learn more about building Runway Characters: https://t.co/TLg3XBH544,0.9,Learn more: https://t.co/6wJeIQdirO,different,2026-04-26T00:15:55+00:00,"Different topics: new item about Microsoft news, candidate about Runway Characters.",[],False,socialmedia-satya-nadella-satyanadella
,hotspots_150_c3,Try it now for free: https://t.co/y7IZARLPZ5,0.9,Learn more: https://t.co/6wJeIQdirO,different,2026-04-26T00:15:55+00:00,"Different topics: new item about Microsoft news, candidate about X.AI console.",[],False,socialmedia-satya-nadella-satyanadella
,hotspots_150_c3,Read more: https://t.co/yZgH0hEATU,0.9,Learn more: https://t.co/6wJeIQdirO,different,2026-04-26T00:15:55+00:00,"Different topics: new item about Microsoft news, candidate about Android enterprise.",[],False,socialmedia-satya-nadella-satyanadella
,hotspots_150_c3,Read more: https://t.co/3YEhHmqg3g,0.9,Learn more: https://t.co/6wJeIQdirO,different,2026-04-26T00:15:55+00:00,"Different topics: new item about Microsoft news, candidate about Meta buys.",[],False,socialmedia-satya-nadella-satyanadella
True,hotspots_150_c3,https://t.co/cfwFhKL5Aw,0.55,https://t.co/oBh3gfnhCw,different,2026-02-24T17:38:10+00:00,No shared entities or events; different URLs and topics.,[],False,socialmedia-scott-wu-scottwu46
True,hotspots_150_c3,Try it now for free: https://t.co/y7IZARLPZ5,0.55,https://t.co/oBh3gfnhCw,different,2026-02-24T17:38:10+00:00,No shared entities or events; different URLs and topics.,[],False,socialmedia-scott-wu-scottwu46
True,hotspots_150_c3,Today's the deadline to apply for YC Summer 2026. https://t.co/gNl84El3BS,0.55,https://t.co/oBh3gfnhCw,different,2026-02-24T17:38:10+00:00,No shared entities or events; different URLs and topics.,[],False,socialmedia-scott-wu-scottwu46
True,hotspots_150_c3,原文：https://t.co/pVTjim12Ce 翻译：https://t.co/BhYuEybcTW,0.55,https://t.co/oBh3gfnhCw,different,2026-02-24T17:38:10+00:00,No shared entities or events; different URLs and topics.,[],False,socialmedia-scott-wu-scottwu46
True,hotspots_150_c3,Read more: https://t.co/yZgH0hEATU,0.55,https://t.co/oBh3gfnhCw,different,2026-02-24T17:38:10+00:00,No shared entities or events; different URLs and topics.,[],False,socialmedia-scott-wu-scottwu46
True,hotspots_150_c3,Today's the deadline to apply for YC Summer 2026. https://t.co/gNl84El3BS,0.2,Which one is the AI clone?,different,2026-05-04T23:05:58+00:00,The new item is a generic question about AI clones and does not share specific entities or event hints with this candidate about YC deadline.,[],False,socialmedia-xai-xai
True,hotspots_150_c3,"I tried running the same ""Generate an SVG of a pelican riding a bicycle"" prompt against 21 different...",0.2,Which one is the AI clone?,different,2026-05-04T23:05:58+00:00,The new item is a generic question about AI clones and does not share specific entities or event hints with this candidate about IBM Granite model variants.,[],False,socialmedia-xai-xai
True,hotspots_150_c3,we are gonna do something nice for everyone who applied for the GPT-5.5 party and that we didn't hav...,0.2,Which one is the AI clone?,different,2026-05-04T23:05:58+00:00,The new item is a generic question about AI clones and does not share specific entities or event hints with this candidate about GPT-5.5 party.,[],False,socialmedia-xai-xai
True,hotspots_150_c3,pretty excited for voice models to get great its interesting to watch how people are already starti...,0.2,Which one is the AI clone?,different,2026-05-04T23:05:58+00:00,The new item is a generic question about AI clones and does not share specific entities or event hints with this candidate about voice models.,[],False,socialmedia-xai-xai
True,hotspots_150_c3,Read more: https://t.co/3YEhHmqg3g,0.2,Which one is the AI clone?,different,2026-05-04T23:05:58+00:00,The new item is a generic question about AI clones and does not share specific entities or event hints with this candidate about Meta buying something.,[],False,socialmedia-xai-xai
,hotspots_150_c2,"Can AI actively explore and build mental maps of space, or just answer when handed observations? C...",0.95,“What did you build this week?” is the new “what did you get done this week?”,different,2026-05-01T04:38:51+00:00,"The new item is about a productivity mindset shift, while the candidate is about AI spatial exploration benchmark.",[],False,socialmedia-naval-naval
,hotspots_150_c2,https://t.co/cfwFhKL5Aw,0.95,“What did you build this week?” is the new “what did you get done this week?”,different,2026-05-01T04:38:51+00:00,"Candidate is a YouTube link, new item is a general productivity observation.",[],False,socialmedia-naval-naval
,hotspots_150_c2,v0 is heading to SXSW to build agents. Join us live to make your own and walk away production-ready...,0.95,“What did you build this week?” is the new “what did you get done this week?”,different,2026-05-01T04:38:51+00:00,"Candidate is about building agents at SXSW, new item is unrelated.",[],False,socialmedia-naval-naval
,hotspots_150_c2,"Redesigned sidebar and settings, now live on the v0 iOS app.",0.95,“What did you build this week?” is the new “what did you get done this week?”,different,2026-05-01T04:38:51+00:00,"Candidate is about v0 iOS app redesign, new item is about productivity questioning.",[],False,socialmedia-naval-naval
,hotspots_150_c2,You people will argue about literally anything. The man showed a picture of shoveling snow. That's i...,0.95,“What did you build this week?” is the new “what did you get done this week?”,different,2026-05-01T04:38:51+00:00,"Candidate is about an argument over a snow shoveling picture, new item is about building vs getting done.",[],False,socialmedia-naval-naval
,hotspots_150_c2,"Really fun to try this app while in Sydney this week, which uses our tools to help fans deep dive in...",1.0,"Create with GPT Image 2 in Skywork. Claim your gift from Skywork by RT, Like, Quote, & Subscr...",different,2026-04-28T12:31:35+00:00,"The new item is about creating with GPT Image 2 in Skywork, while the candidate is about a cricket app in Sydney. No shared entities or topics.",[],False,socialmedia-skywork-skywork-ai
,hotspots_150_c2,AI data centers are heading out to sea. Panthalassa just raised $140 M led by Peter Thiel for wave-...,1.0,"Create with GPT Image 2 in Skywork. Claim your gift from Skywork by RT, Like, Quote, & Subscr...",different,2026-04-28T12:31:35+00:00,"The new item is about GPT Image 2 in Skywork, while the candidate is about AI data centers at sea. No shared entities or topics.",[],False,socialmedia-skywork-skywork-ai
,hotspots_150_c2,Introducing Windsurf 2.0. Manage all your agents from one place and delegate work to the cloud with...,1.0,"Create with GPT Image 2 in Skywork. Claim your gift from Skywork by RT, Like, Quote, & Subscr...",different,2026-04-28T12:31:35+00:00,"The new item is about GPT Image 2 in Skywork, while the candidate is about Windsurf 2.0 agent management. No shared entities or topics.",[],False,socialmedia-skywork-skywork-ai
,hotspots_150_c2,"Model, runtime, and interface. We are a new type of company that builds great product and make good ...",1.0,"Create with GPT Image 2 in Skywork. Claim your gift from Skywork by RT, Like, Quote, & Subscr...",different,2026-04-28T12:31:35+00:00,"The new item is about GPT Image 2 in Skywork, while the candidate is about Cursor 3. No shared entities or topics.",[],False,socialmedia-skywork-skywork-ai
,hotspots_150_c2,It used to take a miracle to bring an idea to life. Now all it needs is your point of view. Every po...,1.0,"Create with GPT Image 2 in Skywork. Claim your gift from Skywork by RT, Like, Quote, & Subscr...",different,2026-04-28T12:31:35+00:00,"The new item is about GPT Image 2 in Skywork, while the candidate is about Runway film generation. No shared entities or topics.",[],False,socialmedia-skywork-skywork-ai
True,hotspots_150_c2,"We’ll take it 😊 Copilot is getting better fast, and Excel is one of the best places to see that. Mo...",0.0,"built an anime transformer live on stage in @GoogleAIStudio, thanks everyone for joining the session...",different,2026-05-02T11:53:15+00:00,New item is about building an anime transformer at Google AI Studio event; candidate is about Copilot in Excel. No shared event or topic.,[],False,socialmedia-patrick-loeber-patloeber
True,hotspots_150_c2,We've partnered with @OpenAI to offer GPT-5.5 in Windsurf at 50% off through May 14 starting today.,0.0,"built an anime transformer live on stage in @GoogleAIStudio, thanks everyone for joining the session...",different,2026-05-02T11:53:15+00:00,New item is about a live build event; candidate is about GPT-5.5 partnership with Windsurf. No shared event or topic.,[],False,socialmedia-patrick-loeber-patloeber
True,hotspots_150_c2,Katie has always had a unique way of seeing around corners - would highly recommend working with her...,0.0,"built an anime transformer live on stage in @GoogleAIStudio, thanks everyone for joining the session...",different,2026-05-02T11:53:15+00:00,New item is about a technical demo; candidate is a congratulatory post about Katie Haun. No shared event or topic.,[],False,socialmedia-patrick-loeber-patloeber
True,hotspots_150_c2,This is what token-efficient memory looks like @mem0ai You can now run agent memory that is cost-e...,0.0,"built an anime transformer live on stage in @GoogleAIStudio, thanks everyone for joining the session...",different,2026-05-02T11:53:15+00:00,New item is about a live build at Google AI Studio; candidate is about mem0ai memory features. No shared event or topic.,[],False,socialmedia-patrick-loeber-patloeber
True,hotspots_150_c2,Your agent can now add memory with @mem0ai CLI Agent-first and seamlessly integrated with your stack...,0.0,"built an anime transformer live on stage in @GoogleAIStudio, thanks everyone for joining the session...",different,2026-05-02T11:53:15+00:00,New item is about a live demo; candidate is about mem0ai CLI. No shared event or topic.,[],False,socialmedia-patrick-loeber-patloeber
True,hotspots_150_c2,Learn more: https://t.co/6wJeIQdirO,0.55,Learn more about building Runway Characters: https://t.co/TLg3XBH544,different,2026-05-04T17:30:29+00:00,No shared entities beyond generic terms. Candidate appears to be a generic link.,[],False,socialmedia-runway-runwayml
True,hotspots_150_c2,It used to take a miracle to bring an idea to life. Now all it needs is your point of view. Every po...,0.55,Learn more about building Runway Characters: https://t.co/TLg3XBH544,related_with_new_info,2026-05-04T17:30:29+00:00,Both items are about Runway. New item adds specific information on character building.,['new_analysis_hint'],False,socialmedia-runway-runwayml
True,hotspots_150_c2,Read more: https://t.co/3YEhHmqg3g,0.55,Learn more about building Runway Characters: https://t.co/TLg3XBH544,different,2026-05-04T17:30:29+00:00,Unrelated topic (Meta acquisition).,[],False,socialmedia-runway-runwayml
True,hotspots_150_c2,Today's the deadline to apply for YC Summer 2026. https://t.co/gNl84El3BS,0.55,Learn more about building Runway Characters: https://t.co/TLg3XBH544,different,2026-05-04T17:30:29+00:00,Unrelated topic (YC application deadline).,[],False,socialmedia-runway-runwayml
True,hotspots_150_c2,https://t.co/cfwFhKL5Aw,0.55,Learn more about building Runway Characters: https://t.co/TLg3XBH544,different,2026-05-04T17:30:29+00:00,Content unknown (YouTube link). No clear relation.,[],False,socialmedia-runway-runwayml
,hotspots_150_c4,Learn more: https://t.co/6wJeIQdirO,0.95,Learn more about building Runway Characters: https://t.co/TLg3XBH544,different,2026-05-04T17:30:29+00:00,"New item is about Runway Characters, candidate is about a Microsoft link.",[],False,socialmedia-runway-runwayml
,hotspots_150_c4,Read more: https://t.co/3YEhHmqg3g,0.95,Learn more about building Runway Characters: https://t.co/TLg3XBH544,different,2026-05-04T17:30:29+00:00,"New item is about Runway Characters, candidate is about Meta buying something.",[],False,socialmedia-runway-runwayml
,hotspots_150_c4,Today's the deadline to apply for YC Summer 2026. https://t.co/gNl84El3BS,0.95,Learn more about building Runway Characters: https://t.co/TLg3XBH544,different,2026-05-04T17:30:29+00:00,"New item is about Runway Characters, candidate is about YC Summer 2026 deadline.",[],False,socialmedia-runway-runwayml
,hotspots_150_c4,https://t.co/cfwFhKL5Aw,0.95,Learn more about building Runway Characters: https://t.co/TLg3XBH544,different,2026-05-04T17:30:29+00:00,"New item is about Runway Characters, candidate is a YouTube video.",[],False,socialmedia-runway-runwayml
,hotspots_150_c4,Read more: https://t.co/yZgH0hEATU,0.95,Learn more about building Runway Characters: https://t.co/TLg3XBH544,different,2026-05-04T17:30:29+00:00,"New item is about Runway Characters, candidate is about Android.",[],False,socialmedia-runway-runwayml
,hotspots_150_c4,Voice Cloning is now live via the xAI API! Create a custom voice in less than 2 minutes or select f...,0.95,"Create with GPT Image 2 in Skywork. Claim your gift from Skywork by RT, Like, Quote, & Subscr...",different,2026-04-28T12:31:35+00:00,"New item is about Skywork GPT Image 2 promotion, candidate is about xAI voice cloning API; no shared entities or event.",[],False,socialmedia-skywork-skywork-ai
,hotspots_150_c4,"Really fun to try this app while in Sydney this week, which uses our tools to help fans deep dive in...",0.95,"Create with GPT Image 2 in Skywork. Claim your gift from Skywork by RT, Like, Quote, & Subscr...",different,2026-04-28T12:31:35+00:00,"New item is about Skywork GPT Image 2 promotion, candidate is about a cricket app; no shared entities or event.",[],False,socialmedia-skywork-skywork-ai
,hotspots_150_c4,AI data centers are heading out to sea. Panthalassa just raised $140 M led by Peter Thiel for wave-...,0.95,"Create with GPT Image 2 in Skywork. Claim your gift from Skywork by RT, Like, Quote, & Subscr...",different,2026-04-28T12:31:35+00:00,"New item is about Skywork GPT Image 2 promotion, candidate is about AI data centers; no shared entities or event.",[],False,socialmedia-skywork-skywork-ai
,hotspots_150_c4,Introducing Windsurf 2.0. Manage all your agents from one place and delegate work to the cloud with...,0.95,"Create with GPT Image 2 in Skywork. Claim your gift from Skywork by RT, Like, Quote, & Subscr...",different,2026-04-28T12:31:35+00:00,"New item is about Skywork GPT Image 2 promotion, candidate is about Windsurf 2.0; no shared entities or event.",[],False,socialmedia-skywork-skywork-ai
,hotspots_150_c4,.@JeffDean is speaking at Startup School 2026. Jeff is the Chief Scientist at Google DeepMind and G...,0.95,"Create with GPT Image 2 in Skywork. Claim your gift from Skywork by RT, Like, Quote, & Subscr...",different,2026-04-28T12:31:35+00:00,"New item is about Skywork GPT Image 2 promotion, candidate is about Jeff Dean speaking at Startup School; no shared entities or event.",[],False,socialmedia-skywork-skywork-ai
True,hotspots_150_c4,Learn more about building Runway Characters: https://t.co/TLg3XBH544,0.55,Learn more: https://t.co/6wJeIQdirO,different,2026-04-26T00:15:55+00:00,"The new item is about Microsoft news in Asia, while the candidate is about building Runway Characters. No shared topics or entities suggest duplication or relevance.",[],False,socialmedia-satya-nadella-satyanadella
True,hotspots_150_c4,Try it now for free: https://t.co/y7IZARLPZ5,0.55,Learn more: https://t.co/6wJeIQdirO,different,2026-04-26T00:15:55+00:00,"The new item is about Microsoft news in Asia, while the candidate is about trying x.ai console. No shared topics or entities suggest duplication or relevance.",[],False,socialmedia-satya-nadella-satyanadella
True,hotspots_150_c4,Read more: https://t.co/yZgH0hEATU,0.55,Learn more: https://t.co/6wJeIQdirO,different,2026-04-26T00:15:55+00:00,"The new item is about Microsoft news in Asia, while the candidate is about Android enterprise (the rundown). No shared topics or entities suggest duplication or relevance.",[],False,socialmedia-satya-nadella-satyanadella
True,hotspots_150_c4,Read more: https://t.co/3YEhHmqg3g,0.55,Learn more: https://t.co/6wJeIQdirO,different,2026-04-26T00:15:55+00:00,"The new item is about Microsoft news in Asia, while the candidate is about Meta buys (robot news). No shared topics or entities suggest duplication or relevance.",[],False,socialmedia-satya-nadella-satyanadella
True,hotspots_150_c4,https://t.co/cfwFhKL5Aw,0.55,Learn more: https://t.co/6wJeIQdirO,different,2026-04-26T00:15:55+00:00,"The new item is about Microsoft news in Asia, while the candidate is about a YouTube video. No shared topics or entities suggest duplication or relevance.",[],False,socialmedia-satya-nadella-satyanadella
True,hotspots_150_c4,we are gonna do something nice for everyone who applied for the GPT-5.5 party and that we didn't hav...,0.55,I don't think they'll be taking Q&A so I'll ask here: @jarredsumner do you end up actually readi...,different,2026-05-06T21:18:45+00:00,New item asks about reading PR review bot chatter; candidate is about GPT-5.5 party. No shared event or entities besides generic 'Powered'.,[],False,socialmedia-simon-willison-simonw
True,hotspots_150_c4,"kicking off a bunch of codex tasks, running around with my kid in the sunshine, and then coming back...",0.55,I don't think they'll be taking Q&A so I'll ask here: @jarredsumner do you end up actually readi...,different,2026-05-06T21:18:45+00:00,New item asks about reading PR review bot chatter; candidate is about codex tasks and optimism. No shared event or entities besides generic 'Powered'.,[],False,socialmedia-simon-willison-simonw
True,hotspots_150_c4,"ok other than more goblins, i think this reasonably well matches what we are prioritizing!",0.55,I don't think they'll be taking Q&A so I'll ask here: @jarredsumner do you end up actually readi...,different,2026-05-06T21:18:45+00:00,New item asks about reading PR review bot chatter; candidate is about prioritization and goblins. No shared event or entities besides generic 'Powered'.,[],False,socialmedia-simon-willison-simonw
True,hotspots_150_c4,pretty excited for voice models to get great its interesting to watch how people are already starti...,0.55,I don't think they'll be taking Q&A so I'll ask here: @jarredsumner do you end up actually readi...,different,2026-05-06T21:18:45+00:00,New item asks about reading PR review bot chatter; candidate is about voice models and AI interface. No shared event or entities besides generic 'Powered'.,[],False,socialmedia-simon-willison-simonw
True,hotspots_150_c4,Today's the deadline to apply for YC Summer 2026. https://t.co/gNl84El3BS,0.55,I don't think they'll be taking Q&A so I'll ask here: @jarredsumner do you end up actually readi...,different,2026-05-06T21:18:45+00:00,New item asks about reading PR review bot chatter; candidate is about YC Summer 2026 deadline. No shared event or entities besides generic 'Powered'.,[],False,socialmedia-simon-willison-simonw
